orderNo,userId,orderDate,itemNbr,rating
5672013774532,A512,2020-10-22T15:14:13-0700,133044037,2
5672013800394,A62,2020-10-22T14:37:53-0700,555793228,3
5672012211982,A609,2020-10-22T13:51:39-0700,143431194,4
5672010051556,A76,2020-10-22T12:32:49-0700,641479412,3
5672009833451,A862,2020-10-22T11:23:30-0700,168778430,1
5672008451878,A587,2020-10-22T10:49:13-0700,992688839,2
5672008739984,A415,2020-10-22T10:42:14-0700,555793228,5
5672007794459,A156,2020-10-22T10:14:54-0700,121900053,2
5672007425588,A765,2020-10-22T09:40:32-0700,555793228,2
5672007425588,A310,2020-10-22T09:40:32-0700,641479412,5
5672007425588,A238,2020-10-22T09:40:32-0700,555793228,4
5672006392275,A736,2020-10-22T09:26:26-0700,648392809,2
5672006392275,A633,2020-10-22T09:26:26-0700,219769771,1
5672006392275,A670,2020-10-22T09:26:26-0700,648392809,5
5672006392275,A627,2020-10-22T09:26:26-0700,219769771,1
5672006392275,A159,2020-10-22T09:26:26-0700,219769771,4
5672005962965,A845,2020-10-22T08:18:48-0700,48812399,3
5672005746435,A359,2020-10-22T08:12:35-0700,219769771,4
5672005117452,A2,2020-10-22T07:56:49-0700,555793228,4
5672005117452,A149,2020-10-22T07:56:49-0700,555793228,2
5672005519041,A506,2020-10-22T07:54:17-0700,143431194,4
5672005907127,A472,2020-10-22T07:51:19-0700,219769771,5
5672005907127,A145,2020-10-22T07:51:19-0700,648392809,2
5672004267841,A882,2020-10-22T07:24:08-0700,219769771,5
5672004267841,A130,2020-10-22T07:24:08-0700,648392809,3
5672003192290,A260,2020-10-22T06:50:50-0700,503706193,1
5672002765156,A851,2020-10-22T05:45:33-0700,764384169,1
5672002601089,A502,2020-10-22T05:12:03-0700,555793228,1
5672002601089,A877,2020-10-22T05:12:03-0700,555793228,4
5672096794796,A961,2020-10-22T02:42:07-0700,555793228,2
5672094308201,A717,2020-10-22T01:42:16-0700,503706193,3
5672091641467,A5,2020-10-22T00:55:06-0700,648392809,2
5672082086047,A2,2020-10-21T22:50:32-0700,143431194,5
5672082154611,A891,2020-10-21T20:51:47-0700,504577062,1
5672082457309,A227,2020-10-21T20:34:19-0700,48812399,3
5672082843115,A205,2020-10-21T19:58:12-0700,143431194,3
5672082528551,A284,2020-10-21T19:10:59-0700,641479412,4
5672082528551,A262,2020-10-21T19:10:59-0700,555793228,3
5672082528551,A559,2020-10-21T19:10:59-0700,641479412,2
5672082528551,A856,2020-10-21T19:10:59-0700,641479412,5
5672082528551,A642,2020-10-21T19:10:59-0700,641479412,1
5672082528551,A715,2020-10-21T19:10:59-0700,641479412,3
5672082528551,A266,2020-10-21T19:10:59-0700,641479412,2
5672082528551,A741,2020-10-21T19:10:59-0700,641479412,3
5672082528551,A469,2020-10-21T19:10:59-0700,641479412,1
5672082528551,A137,2020-10-21T19:10:59-0700,555793228,3
5672082528551,A448,2020-10-21T19:10:59-0700,555793228,3
5672082528551,A788,2020-10-21T19:10:59-0700,555793228,1
5672082528551,A386,2020-10-21T19:10:59-0700,555793228,1
5672082528551,A450,2020-10-21T19:10:59-0700,555793228,2
5672082528551,A40,2020-10-21T19:10:59-0700,555793228,5
5672082528551,A716,2020-10-21T19:10:59-0700,555793228,4
5672082936712,A159,2020-10-21T18:30:59-0700,648392809,1
5672082936712,A709,2020-10-21T18:30:59-0700,648392809,2
5672082627834,A125,2020-10-21T18:13:44-0700,555793228,4
5672082627834,A994,2020-10-21T18:13:44-0700,555793228,4
5662082110224,A827,2020-10-21T16:16:24-0700,648392809,5
5662082010949,A217,2020-10-21T16:14:52-0700,641479412,5
5662082511359,A296,2020-10-21T16:12:13-0700,504577062,5
5662081696714,A303,2020-10-21T15:27:08-0700,641479412,4
5662082606947,A457,2020-10-21T15:14:10-0700,555793228,2
5662082606947,A820,2020-10-21T15:14:10-0700,555793228,5
5662082000684,A286,2020-10-21T15:06:38-0700,641479412,4
5662082000684,A631,2020-10-21T15:06:38-0700,555793228,1
5662081596108,A366,2020-10-21T14:49:29-0700,503706193,1
5662081989912,A748,2020-10-21T13:47:24-0700,685251059,3
5662081478673,A31,2020-10-21T12:57:11-0700,775982471,4
5662081478059,A54,2020-10-21T12:52:48-0700,48812399,3
5662081767267,A308,2020-10-21T10:57:45-0700,641479412,1
5662081969885,A325,2020-10-21T10:12:22-0700,787356424,2
5662081956199,A104,2020-10-21T09:28:08-0700,637936520,4
5662081444662,A698,2020-10-21T08:07:03-0700,641479412,3
5662081144180,A566,2020-10-21T07:30:41-0700,862129265,5
5662081442730,A926,2020-10-21T07:27:28-0700,48812399,3
5662081344547,A726,2020-10-21T07:03:48-0700,623163064,3
5662081537288,A758,2020-10-21T06:31:59-0700,315655919,5
5662081939610,A55,2020-10-21T04:16:54-0700,315655919,4
5662081525446,A311,2020-10-21T03:20:34-0700,133044037,3
5662081914073,A778,2020-10-21T00:24:50-0700,616034712,4
5662081822580,A384,2020-10-20T23:54:16-0700,219769771,2
5662081921501,A516,2020-10-20T21:53:18-0700,48812399,2
5662081520088,A834,2020-10-20T20:49:13-0700,48812399,1
5662081421687,A69,2020-10-20T20:12:37-0700,641479412,4
5662081116811,A529,2020-10-20T20:09:13-0700,641479412,1
5662081116811,A67,2020-10-20T20:09:13-0700,555793228,2
5662081222829,A396,2020-10-20T20:07:10-0700,555793228,3
5662081908623,A434,2020-10-20T19:45:55-0700,555793228,1
5662081810339,A695,2020-10-20T19:07:20-0700,576599340,1
5662081810339,A178,2020-10-20T19:07:20-0700,576599340,4
5662081806913,A389,2020-10-20T18:36:53-0700,166891952,1
5652080298340,A194,2020-10-20T18:30:47-0700,623163064,3
5662081700959,A274,2020-10-20T18:21:12-0700,48812399,4
5662081700959,A132,2020-10-20T18:21:12-0700,48812399,1
5652080197694,A435,2020-10-20T17:18:19-0700,616034712,1
5662081401151,A815,2020-10-20T17:12:54-0700,648392809,5
5652080890471,A977,2020-10-20T17:05:05-0700,648392809,2
5652080592265,A393,2020-10-20T16:35:30-0700,992688839,5
5652080283351,A274,2020-10-20T15:17:41-0700,555793228,1
5652080283351,A848,2020-10-20T15:17:41-0700,555793228,2
5652080381401,A460,2020-10-20T15:08:18-0700,219769771,1
5652080381401,A502,2020-10-20T15:08:18-0700,219769771,1
5652080586017,A310,2020-10-20T14:42:38-0700,133044037,2
5652080571085,A908,2020-10-20T14:09:13-0700,219769771,2
5652080368220,A608,2020-10-20T13:49:03-0700,641479412,3
5652080368220,A551,2020-10-20T13:49:03-0700,641479412,5
5652080779169,A969,2020-10-20T13:42:16-0700,197540702,3
5652080072770,A779,2020-10-20T12:53:40-0700,219769771,3
5652080374264,A77,2020-10-20T12:51:13-0700,992688839,3
5652080968970,A599,2020-10-20T12:32:48-0700,504577062,4
5652080250753,A172,2020-10-20T11:29:00-0700,555793228,3
5652080731068,A880,2020-10-20T10:57:41-0700,648392809,1
5652080514948,A17,2020-10-20T08:36:35-0700,134602541,1
5652080103137,A702,2020-10-20T07:44:48-0700,651961836,5
5652080211148,A579,2020-10-20T07:24:06-0700,555793228,2
5652080802573,A204,2020-10-20T06:59:04-0700,641479412,4
5652080301425,A653,2020-10-20T06:58:39-0700,555793228,4
5652080001505,A357,2020-10-20T06:41:03-0700,133044037,4
5652080502283,A904,2020-10-20T06:30:19-0700,555793228,1
5652079397986,A360,2020-10-20T06:13:08-0700,242302211,5
5652079397986,A835,2020-10-20T06:13:08-0700,242302211,3
5652079495335,A435,2020-10-20T05:50:02-0700,641479412,4
5652079196998,A364,2020-10-20T05:38:01-0700,555793228,4
5652079196998,A341,2020-10-20T05:38:01-0700,555793228,3
5652079196998,A214,2020-10-20T05:38:01-0700,555793228,1
5652079199660,A561,2020-10-20T05:03:56-0700,503706193,5
5652079399575,A80,2020-10-20T04:14:36-0700,648392809,2
5652079399575,A810,2020-10-20T04:14:36-0700,648392809,5
5652079587496,A70,2020-10-20T02:16:13-0700,133044037,1
5652079995792,A871,2020-10-20T02:07:48-0700,503706193,3
5652072838355,A77,2020-10-19T22:22:40-0700,555793228,3
5652072838355,A404,2020-10-19T22:22:40-0700,555793228,2
5652072819547,A120,2020-10-19T20:59:35-0700,48812399,5
5652072819547,A863,2020-10-19T20:59:35-0700,48812399,3
5652072804044,A893,2020-10-19T19:32:11-0700,992688839,3
5652072804044,A32,2020-10-19T19:32:11-0700,992688839,1
5652072102735,A213,2020-10-19T18:20:44-0700,503706193,5
5652072606259,A707,2020-10-19T18:05:21-0700,48812399,5
5652072003909,A537,2020-10-19T18:00:45-0700,641479412,2
5642071594363,A316,2020-10-19T17:57:15-0700,623163064,5
5642071580059,A79,2020-10-19T14:46:09-0700,555793228,2
5642071580059,A829,2020-10-19T14:46:09-0700,555793228,1
5642071375925,A666,2020-10-19T14:05:45-0700,641479412,5
5642071179868,A354,2020-10-19T13:58:25-0700,503706193,2
5642071264030,A96,2020-10-19T13:35:20-0700,166891952,2
5642071379215,A223,2020-10-19T13:29:36-0700,48812399,3
5642071965801,A594,2020-10-19T13:24:08-0700,143431194,4
5642071167629,A538,2020-10-19T13:03:28-0700,315655919,1
5642071348754,A727,2020-10-19T10:54:45-0700,175985707,1
5642071452775,A672,2020-10-19T10:39:05-0700,133044037,3
5642071439946,A244,2020-10-19T10:30:32-0700,648392809,4
5642071944792,A900,2020-10-19T10:15:49-0700,745425762,2
5642071149928,A625,2020-10-19T10:14:24-0700,641479412,3
5642071149928,A62,2020-10-19T10:14:24-0700,555793228,4
5642071040265,A901,2020-10-19T09:53:32-0700,555793228,5
5642071443901,A701,2020-10-19T09:26:16-0700,37810685,2
5642071235900,A973,2020-10-19T08:44:26-0700,48812399,5
5642071128264,A935,2020-10-19T08:16:51-0700,48812399,2
5642071526218,A823,2020-10-19T06:53:31-0700,862129265,4
5642071529157,A718,2020-10-19T06:05:54-0700,48812399,3
5642071529157,A160,2020-10-19T06:05:54-0700,48812399,2
5642071522095,A709,2020-10-19T05:58:57-0700,133044037,3
5642071526254,A699,2020-10-19T04:54:59-0700,555793228,4
5642071821560,A327,2020-10-19T04:54:13-0700,555793228,2
5642056073818,A601,2020-10-18T22:17:55-0700,315655919,2
5642055525891,A758,2020-10-18T21:38:25-0700,706053595,1
5632054088209,A240,2020-10-18T18:48:26-0700,315655919,4
5632054377195,A895,2020-10-18T18:47:35-0700,555793228,3
5632054377195,A965,2020-10-18T18:47:35-0700,555793228,2
5632054377195,A961,2020-10-18T18:47:35-0700,555793228,2
5632054082106,A513,2020-10-18T17:58:46-0700,555793228,5
5632054083979,A401,2020-10-18T17:49:35-0700,685251059,4
5632054489838,A395,2020-10-18T17:04:46-0700,648392809,1
5632054180626,A563,2020-10-18T17:02:46-0700,503706193,2
5632054179775,A518,2020-10-18T16:40:27-0700,641479412,1
5632054359364,A954,2020-10-18T15:10:33-0700,315655919,4
5632054859453,A527,2020-10-18T14:35:32-0700,992688839,4
5632054560564,A900,2020-10-18T14:32:47-0700,133044037,2
5632054159078,A749,2020-10-18T14:30:26-0700,637936520,5
5632054964308,A472,2020-10-18T14:24:21-0700,641479412,1
5632054964308,A331,2020-10-18T14:24:21-0700,641479412,4
5632054964308,A504,2020-10-18T14:24:21-0700,641479412,3
5632054964308,A376,2020-10-18T14:24:21-0700,641479412,4
5632054964308,A662,2020-10-18T14:24:21-0700,641479412,5
5632054964308,A489,2020-10-18T14:24:21-0700,641479412,3
5632054270933,A91,2020-10-18T14:20:59-0700,133044037,5
5632054659581,A226,2020-10-18T14:18:43-0700,289193743,2
5632054647899,A463,2020-10-18T14:02:46-0700,764384169,1
5632054945567,A638,2020-10-18T13:35:32-0700,555793228,2
5632054945567,A534,2020-10-18T13:35:32-0700,555793228,2
5632054856871,A125,2020-10-18T13:07:23-0700,121900053,1
5632054355779,A342,2020-10-18T12:37:17-0700,648392809,5
5632054336181,A931,2020-10-18T11:48:04-0700,48812399,3
5632054435530,A305,2020-10-18T11:36:42-0700,48812399,5
5632054636052,A370,2020-10-18T11:22:08-0700,48812399,5
5632054634387,A253,2020-10-18T10:49:51-0700,143431194,5
5632054334392,A186,2020-10-18T10:17:23-0700,648392809,5
5632054509971,A958,2020-10-18T08:39:23-0700,219769771,3
5632054509971,A830,2020-10-18T08:39:23-0700,219769771,1
5632054509971,A110,2020-10-18T08:39:23-0700,219769771,2
5632054512395,A774,2020-10-18T08:09:15-0700,48812399,5
5632054019830,A406,2020-10-18T07:55:36-0700,143431194,5
5632054223149,A884,2020-10-18T07:37:50-0700,637936520,2
5632054218537,A784,2020-10-18T07:01:38-0700,576599340,5
5632054521733,A930,2020-10-18T06:53:28-0700,133044037,2
5632046023738,A345,2020-10-18T00:26:11-0700,133044037,3
5632041574725,A474,2020-10-17T23:33:39-0700,133044037,1
5632033319267,A760,2020-10-17T22:06:27-0700,289193743,3
5622030149114,A119,2020-10-17T19:10:31-0700,242302211,4
5622030142855,A32,2020-10-17T18:59:24-0700,555793228,4
5622030142855,A727,2020-10-17T18:59:24-0700,555793228,1
5622030744067,A116,2020-10-17T18:16:07-0700,503706193,2
5622030325513,A725,2020-10-17T15:33:51-0700,143431194,1
5622030229361,A355,2020-10-17T13:56:53-0700,555793228,2
5622030916418,A876,2020-10-17T13:10:55-0700,133044037,1
5622030423289,A876,2020-10-17T12:55:31-0700,555793228,3
5622030314247,A437,2020-10-17T12:43:05-0700,133044037,1
5622030809967,A529,2020-10-17T12:37:22-0700,555793228,3
5622029193157,A933,2020-10-17T10:05:14-0700,48812399,2
5622029494042,A574,2020-10-17T10:03:21-0700,648392809,3
5622029494042,A803,2020-10-17T10:03:21-0700,648392809,2
5622030200189,A533,2020-10-17T08:29:04-0700,315655919,2
5622029095746,A672,2020-10-17T08:05:04-0700,555793228,3
5622029585799,A763,2020-10-17T07:11:25-0700,48812399,3
5622029390593,A951,2020-10-17T06:49:14-0700,909067165,1
5622029387969,A369,2020-10-17T06:48:58-0700,48812399,5
5622029387969,A833,2020-10-17T06:48:58-0700,48812399,5
5622029282932,A321,2020-10-17T06:37:18-0700,503706193,1
5622027158800,A319,2020-10-17T00:49:59-0700,637936520,3
5622026925675,A486,2020-10-17T00:33:53-0700,197540702,5
5622011117086,A479,2020-10-16T21:34:47-0700,133044037,2
5622011824695,A380,2020-10-16T21:14:30-0700,648392809,3
5622011726882,A291,2020-10-16T20:58:44-0700,219769771,3
5622010926427,A470,2020-10-16T19:00:52-0700,242302211,4
5622008395653,A283,2020-10-16T18:36:16-0700,133044037,4
5622003583696,A52,2020-10-16T17:18:10-0700,133044037,1
5612002328409,A777,2020-10-16T16:29:41-0700,641479412,1
5612001249990,A833,2020-10-16T15:51:54-0700,48812399,1
5612001448919,A679,2020-10-16T15:34:43-0700,555793228,3
5612001448919,A512,2020-10-16T15:34:43-0700,641479412,4
5612001448919,A605,2020-10-16T15:34:43-0700,555793228,2
5612001448919,A457,2020-10-16T15:34:43-0700,641479412,3
5612001048129,A448,2020-10-16T15:28:53-0700,289193743,4
5612001947161,A382,2020-10-16T15:00:08-0700,504577062,1
5612001751388,A963,2020-10-16T14:58:37-0700,315655919,2
5612001146828,A214,2020-10-16T14:55:41-0700,641479412,1
5612001335668,A567,2020-10-16T14:35:20-0700,504577062,2
5612001632278,A180,2020-10-16T13:55:47-0700,48812399,1
5612001942069,A31,2020-10-16T13:44:20-0700,133044037,5
5612001237671,A948,2020-10-16T13:19:32-0700,503706193,4
5612001818022,A27,2020-10-16T11:09:10-0700,48812399,2
5612001619024,A479,2020-10-16T10:43:13-0700,648392809,3
5612001815279,A21,2020-10-16T10:42:29-0700,143431194,4
5612001819784,A591,2020-10-16T09:53:30-0700,143431194,5
5612001204511,A356,2020-10-16T08:25:03-0700,555793228,4
5612001211345,A489,2020-10-16T08:10:54-0700,789813129,4
5612000175394,A896,2020-10-16T07:16:45-0700,48812399,4
5612000195422,A362,2020-10-16T07:13:31-0700,219769771,3
5612000195422,A122,2020-10-16T07:13:31-0700,648392809,3
5612000782281,A676,2020-10-16T07:02:31-0700,133044037,1
5612000883970,A283,2020-10-16T06:53:02-0700,651961836,5
5612000676060,A497,2020-10-16T06:31:47-0700,512454423,1
5612000676060,A670,2020-10-16T06:31:47-0700,512454423,3
5612000693488,A843,2020-10-16T06:26:11-0700,641479412,2
5612000581014,A437,2020-10-16T06:04:40-0700,48812399,2
5612000594673,A679,2020-10-16T04:12:12-0700,862129265,5
5612000970878,A360,2020-10-16T01:16:58-0700,648392809,4
5612000956618,A839,2020-10-15T22:54:56-0700,48812399,3
5612000956618,A143,2020-10-15T22:54:56-0700,48812399,1
5612000547164,A800,2020-10-15T22:04:58-0700,676842570,5
5612000853819,A864,2020-10-15T20:32:07-0700,242302211,4
5612000542664,A2,2020-10-15T18:55:22-0700,48812399,3
5602000934927,A800,2020-10-15T18:41:36-0700,637936520,2
5602000639520,A808,2020-10-15T18:41:25-0700,219769771,4
5602000130589,A285,2020-10-15T17:45:27-0700,315655919,4
5602000832133,A903,2020-10-15T17:44:16-0700,623163064,3
5602000834853,A988,2020-10-15T16:44:12-0700,439750126,1
5602000212677,A781,2020-10-15T15:49:48-0700,637936520,1
5602000621430,A117,2020-10-15T15:25:00-0700,197540702,1
5602000510346,A648,2020-10-15T14:08:47-0700,133044037,3
5602099296966,A301,2020-10-15T13:11:03-0700,133044037,3
5602000105770,A208,2020-10-15T12:38:33-0700,637936520,2
5602000903833,A363,2020-10-15T12:17:45-0700,555793228,5
5602099779140,A790,2020-10-15T09:38:52-0700,133044037,1
5602099680101,A345,2020-10-15T09:33:06-0700,133044037,3
5602099269041,A894,2020-10-15T09:23:57-0700,164488545,2
5602099170012,A287,2020-10-15T08:56:14-0700,175985707,5
5602099763689,A750,2020-10-15T08:24:00-0700,676842570,2
5602099366123,A203,2020-10-15T07:56:20-0700,555793228,4
5602099366123,A385,2020-10-15T07:56:20-0700,555793228,2
5602099968231,A865,2020-10-15T07:55:26-0700,576599340,3
5602099366293,A262,2020-10-15T07:48:06-0700,133044037,1
5602099357366,A19,2020-10-15T07:40:21-0700,143431194,5
5602099368037,A752,2020-10-15T07:31:29-0700,219769771,2
5602099547500,A443,2020-10-15T06:24:09-0700,555793228,3
5602099547500,A909,2020-10-15T06:24:09-0700,555793228,4
5602099457042,A697,2020-10-15T06:20:41-0700,197540702,4
5602099158906,A817,2020-10-15T06:08:27-0700,467283880,1
5602099551551,A175,2020-10-15T05:57:55-0700,192252377,5
5602099553621,A842,2020-10-15T05:45:23-0700,555793228,3
5602084303467,A458,2020-10-14T23:38:26-0700,133044037,3
5602080437911,A314,2020-10-14T22:09:39-0700,48812399,2
5602079570953,A417,2020-10-14T21:51:28-0700,143431194,4
5602079953227,A443,2020-10-14T21:21:29-0700,512454423,1
5602079953227,A952,2020-10-14T21:21:29-0700,512454423,4
5602079935464,A912,2020-10-14T20:58:27-0700,48812399,2
5602079537481,A9,2020-10-14T20:31:14-0700,48812399,1
5602079038424,A958,2020-10-14T20:14:10-0700,185210746,1
5602079341120,A983,2020-10-14T19:24:37-0700,48812399,5
5602079639943,A673,2020-10-14T19:20:14-0700,648392809,3
5602079330040,A861,2020-10-14T19:19:34-0700,133044037,2
5592079818804,A102,2020-10-14T16:55:51-0700,504577062,1
5592078794499,A988,2020-10-14T15:44:24-0700,48812399,4
5592078794499,A409,2020-10-14T15:44:24-0700,48812399,5
5592079108546,A645,2020-10-14T15:15:05-0700,219769771,5
5592078385425,A516,2020-10-14T14:02:10-0700,197540702,1
5592078980808,A41,2020-10-14T13:19:16-0700,48812399,3
5592078190155,A197,2020-10-14T12:55:30-0700,48812399,1
5592078963093,A944,2020-10-14T11:06:29-0700,623163064,4
5592078065729,A227,2020-10-14T10:33:09-0700,48812399,1
5592078974785,A526,2020-10-14T10:31:06-0700,616034712,1
5592078368633,A540,2020-10-14T10:27:02-0700,48812399,4
5592078656318,A214,2020-10-14T09:13:44-0700,555793228,5
5592078445582,A224,2020-10-14T08:26:56-0700,133044037,1
5592078748893,A101,2020-10-14T08:04:35-0700,48812399,3
5592078342341,A692,2020-10-14T06:57:47-0700,133044037,1
5592078033075,A513,2020-10-14T06:05:36-0700,48812399,1
5592073825442,A519,2020-10-14T03:40:47-0700,143431194,2
5592060241931,A279,2020-10-13T23:28:52-0700,745425762,5
5592060230809,A849,2020-10-13T23:25:15-0700,48812399,5
5592058780979,A967,2020-10-13T21:22:00-0700,555793228,3
5592058767694,A147,2020-10-13T18:39:02-0700,878863895,3
5592058670152,A643,2020-10-13T18:23:04-0700,555793228,4
5582058759039,A152,2020-10-13T18:15:59-0700,242302211,5
5582058759039,A860,2020-10-13T18:15:59-0700,242302211,5
5592058263700,A67,2020-10-13T17:39:05-0700,558205275,5
5582058053392,A443,2020-10-13T16:40:04-0700,122236503,4
5582058355108,A474,2020-10-13T16:36:43-0700,648621640,4
5582058541388,A16,2020-10-13T15:54:48-0700,143431194,1
5582058941393,A185,2020-10-13T14:30:09-0700,676842570,5
5582058437243,A28,2020-10-13T14:18:38-0700,219769771,3
5582058328469,A353,2020-10-13T13:24:46-0700,315655919,1
5582058328469,A140,2020-10-13T13:24:46-0700,133044037,2
5582058035781,A45,2020-10-13T13:08:56-0700,503706193,5
5582058035781,A942,2020-10-13T13:08:56-0700,503706193,3
5582058227922,A636,2020-10-13T13:06:03-0700,676842570,1
5582058529029,A121,2020-10-13T12:54:47-0700,555793228,5
5582058023041,A948,2020-10-13T12:37:38-0700,676842570,4
5582058620309,A959,2020-10-13T12:35:49-0700,637936520,1
5582058017954,A423,2020-10-13T12:00:09-0700,133044037,5
5582058822107,A741,2020-10-13T11:07:26-0700,168778430,4
5582058003132,A661,2020-10-13T09:52:25-0700,764384169,5
5582058003132,A212,2020-10-13T09:52:25-0700,764384169,2
5582057699937,A859,2020-10-13T09:20:50-0700,503706193,1
5582057494980,A253,2020-10-13T08:34:04-0700,862129265,1
5582057494980,A336,2020-10-13T08:34:04-0700,862129265,1
5582057292008,A412,2020-10-13T08:31:37-0700,197540702,2
5582057982320,A404,2020-10-13T07:47:35-0700,641479412,1
5582057982320,A819,2020-10-13T07:47:35-0700,641479412,4
5582057486121,A400,2020-10-13T07:25:14-0700,48812399,1
5582057486121,A11,2020-10-13T07:25:14-0700,48812399,3
5582057486121,A216,2020-10-13T07:25:14-0700,48812399,4
5582057486121,A620,2020-10-13T07:25:14-0700,48812399,2
5582057484884,A989,2020-10-13T07:25:03-0700,623163064,4
5582055467274,A983,2020-10-13T03:16:49-0700,503706193,1
5582050286457,A758,2020-10-13T01:28:34-0700,242302211,4
5582046122151,A316,2020-10-12T23:47:32-0700,764384169,4
5582043109055,A3,2020-10-12T20:37:18-0700,197540702,4
5582042697940,A584,2020-10-12T20:28:46-0700,576599340,1
5582043209107,A985,2020-10-12T19:32:42-0700,648392809,4
5582043302292,A605,2020-10-12T19:06:25-0700,745425762,4
5582042996144,A850,2020-10-12T17:55:39-0700,133044037,2
5582042996144,A411,2020-10-12T17:55:39-0700,133044037,5
5582042996144,A745,2020-10-12T17:55:39-0700,133044037,2
5572042886488,A986,2020-10-12T17:45:25-0700,48812399,1
5572042282384,A452,2020-10-12T16:37:10-0700,315655919,3
5572042367281,A314,2020-10-12T15:50:45-0700,648392809,1
5572042778934,A430,2020-10-12T15:21:46-0700,133044037,2
5572042360704,A608,2020-10-12T14:00:31-0700,48812399,5
5572042360704,A331,2020-10-12T14:00:31-0700,48812399,4
5572042453547,A804,2020-10-12T13:04:33-0700,154085321,4
5572042643728,A541,2020-10-12T11:18:25-0700,48812399,4
5572042643728,A15,2020-10-12T11:18:25-0700,48812399,1
5572042637710,A13,2020-10-12T10:43:48-0700,504577062,5
5572042045478,A574,2020-10-12T10:25:14-0700,133044037,1
5572042128948,A942,2020-10-12T09:49:15-0700,873381684,1
5572042118502,A648,2020-10-12T09:08:10-0700,143431194,1
5572042418080,A238,2020-10-12T08:48:41-0700,512454423,5
5572042218713,A997,2020-10-12T08:46:33-0700,48812399,5
5572042218713,A745,2020-10-12T08:46:33-0700,48812399,3
5572042427363,A299,2020-10-12T08:38:43-0700,555793228,1
5572042427363,A830,2020-10-12T08:38:43-0700,555793228,4
5572042025526,A732,2020-10-12T08:27:52-0700,133044037,1
5572042128270,A377,2020-10-12T08:23:43-0700,160828305,2
5572042115014,A269,2020-10-12T04:54:24-0700,48812399,3
5572041379867,A786,2020-10-12T04:16:16-0700,775982471,1
5572025587326,A402,2020-10-11T22:57:15-0700,48812399,4
5572023292370,A229,2020-10-11T22:23:37-0700,166891952,4
5572021899285,A994,2020-10-11T20:56:14-0700,345546917,3
5572022600580,A577,2020-10-11T20:45:42-0700,219769771,5
5562021474054,A566,2020-10-11T17:29:27-0700,289193743,3
5562021478286,A878,2020-10-11T16:37:42-0700,558205275,5
5562021166284,A185,2020-10-11T15:30:42-0700,995648706,3
5562021045528,A57,2020-10-11T13:21:40-0700,143431194,4
5562021019401,A24,2020-10-11T08:33:13-0700,555793228,5
5562021014846,A339,2020-10-11T07:32:41-0700,558205275,3
5562020094231,A258,2020-10-10T23:43:39-0700,648392809,1
5562020094231,A667,2020-10-10T23:43:39-0700,648392809,4
5562020486989,A923,2020-10-10T21:18:09-0700,748502728,3
5562020187270,A607,2020-10-10T19:52:33-0700,728047761,4
5562020488647,A81,2020-10-10T19:02:41-0700,48812399,5
5552020476169,A586,2020-10-10T18:48:14-0700,315655919,5
5552020984949,A25,2020-10-10T16:50:13-0700,48812399,1
5552020756131,A339,2020-10-10T14:55:19-0700,168778430,3
5552020069629,A161,2020-10-10T13:48:50-0700,143431194,3
5552020440377,A940,2020-10-10T12:34:54-0700,48812399,4
5552020938524,A606,2020-10-10T11:44:18-0700,143431194,4
5552020525408,A746,2020-10-10T08:50:31-0700,242302211,3
5552020326850,A472,2020-10-10T08:38:07-0700,862129265,2
5552020535511,A842,2020-10-10T08:14:17-0700,219769771,3
5552020535511,A401,2020-10-10T08:14:17-0700,219769771,1
5552020535511,A330,2020-10-10T08:14:17-0700,219769771,1
5552020919676,A414,2020-10-10T07:10:00-0700,48812399,5
5552020316958,A394,2020-10-10T06:26:37-0700,48812399,4
5552020314762,A525,2020-10-10T06:22:12-0700,764384169,4
5542019381924,A832,2020-10-09T17:42:10-0700,503706193,1
5542019283850,A267,2020-10-09T16:51:27-0700,878863895,2
5542019775426,A337,2020-10-09T16:40:54-0700,439750126,1
5542019027124,A278,2020-10-09T14:56:41-0700,291960666,5
5542019915915,A151,2020-10-09T13:57:42-0700,648392809,4
5542018886505,A143,2020-10-09T13:06:06-0700,576599340,5
5542018784848,A733,2020-10-09T12:34:29-0700,37810685,2
5542018093904,A593,2020-10-09T12:11:49-0700,164488545,2
5542018990745,A489,2020-10-09T11:54:18-0700,482777315,4
5542018277744,A360,2020-10-09T11:33:03-0700,143431194,4
5542018844581,A234,2020-10-09T08:13:43-0700,143431194,2
5542018058610,A614,2020-10-09T07:41:28-0700,992688839,5
5542018248143,A83,2020-10-09T07:22:03-0700,995648706,1
5542018452653,A428,2020-10-09T06:22:58-0700,764384169,5
5542018430597,A185,2020-10-09T05:28:58-0700,48812399,5
5542018430597,A276,2020-10-09T05:28:58-0700,48812399,3
5542018131695,A755,2020-10-09T05:04:03-0700,197540702,3
5542018435345,A226,2020-10-09T04:27:26-0700,555793228,3
5542008351370,A46,2020-10-08T21:22:07-0700,992688839,5
5542008038683,A536,2020-10-08T19:25:27-0700,219769771,2
5542008136346,A87,2020-10-08T19:07:44-0700,728047761,4
5532008825949,A700,2020-10-08T19:04:09-0700,555793228,4
5542008833771,A470,2020-10-08T17:31:22-0700,965732006,2
5532008713472,A387,2020-10-08T17:01:02-0700,48812399,5
5532008605748,A813,2020-10-08T16:44:48-0700,48812399,1
5532007296300,A118,2020-10-08T16:09:28-0700,242302211,3
